# {"t_start": 1657297449.556846, "env_id": null} 
r,l,t
1,1,6.395116
1,1,6.396007
1,2,6.399059
1,1,6.401007
0,2,6.406001
0,1,6.409004
1,2,6.413236
1,1,6.415009
0,1,6.416051
1,1,6.418002
0,2,6.421859
1,2,6.425007
1,1,6.426047
1,1,6.428047
0,1,6.430002
1,1,6.431003
1,1,6.433003
1,1,6.435007
1,5,6.443002
0,1,6.445086
1,1,6.447002
1,1,6.449003
0,1,6.451006
1,1,6.452308
1,1,6.454465
0,1,6.456001
1,1,6.45706
1,1,6.45901
1,1,6.460003
1,2,6.464006
0,2,6.467015
1,1,6.469002
0,2,6.472011
0,2,6.475002
0,2,6.479047
1,1,6.48006
0,1,6.48205
1,1,6.483011
1,1,6.485061
0,1,6.486027
0,1,6.488058
1,1,6.490012
0,1,6.491005
0,1,6.493178
0,1,6.495025
0,1,6.496045
1,2,6.501012
1,3,6.507009
0,1,6.50901
1,1,6.510007
0,3,6.51601
1,2,6.52202
0,1,6.52344
1,1,6.523998
1,1,6.525284
1,1,6.527002
1,1,6.528309
1,1,6.530006
0,1,6.531
0,1,6.532007
1,2,6.534005
1,1,6.535034
1,3,6.539005
1,1,6.541003
0,2,6.544007
1,1,6.545097
0,1,6.547003
1,1,6.548026
0,4,6.555002
1,2,6.558063
0,2,6.562006
1,1,6.564049
1,1,6.565053
1,1,6.567007
1,1,6.568058
1,1,6.570008
1,1,6.572064
1,1,6.573014
1,2,6.577057
0,1,6.579006
0,2,6.58206
1,1,6.584007
1,2,6.588058
1,1,6.590053
1,1,6.592045
0,2,6.59506
1,1,6.597006
0,1,6.599005
0,1,6.602048
0,3,6.610002
0,2,6.613006
0,1,6.615003
1,2,6.618003
0,1,6.619003
0,2,6.622003
0,4,6.629
1,5,6.634999
1,1,6.636043
1,1,6.638001
1,2,6.641059
1,2,6.644057
0,1,6.646157
0,2,6.64906
0,1,6.651006
1,1,6.652058
1,2,6.656055
0,1,6.657062
1,5,6.666003
0,1,6.668059
0,1,6.669062
1,2,6.672055
1,1,6.674007
1,1,6.676057
1,1,6.677008
1,2,6.680057
1,1,6.682007
0,1,6.684003
1,1,6.685003
1,1,6.687007
1,1,6.688004
0,3,6.693059
1,1,6.695179
0,3,6.700058
0,2,6.70301
1,2,6.707057
0,2,6.711054
1,4,6.718058
0,2,6.723003
1,2,6.727677
1,1,6.729004
0,2,6.731999
0,1,6.734
1,3,6.739001
1,1,6.739999
1,1,6.742002
1,1,6.742999
1,1,6.745002
1,2,6.748001
0,1,6.749109
1,1,6.751002
0,3,6.756006
1,1,6.758049
0,3,6.762002
1,1,6.764053
1,1,6.766003
1,1,6.767003
1,1,6.769002
0,1,6.771
0,1,6.772003
1,1,6.774006
1,1,6.775054
1,2,6.783214
1,3,6.789217
1,1,6.790267
1,2,6.794257
1,2,6.798256
1,4,6.805219
0,2,6.808272
1,1,6.810462
0,1,6.812216
1,1,6.814259
1,1,6.815238
0,1,6.817257
0,1,6.818259
0,3,6.823255
1,1,6.825481
0,1,6.827257
1,1,6.828211
0,1,6.830217
0,2,6.833267
1,1,6.835216
1,1,6.836268
1,1,6.838257
1,1,6.839255
0,1,6.841216
0,1,6.843257
1,2,6.846259
1,1,6.848259
0,1,6.849258
0,1,6.85122
0,2,6.855216
0,2,6.858217
0,2,6.861218
0,1,6.863252
1,1,6.86427
0,8,6.878436
0,1,6.879271
0,2,6.883267
0,1,6.884294
1,1,6.886257
0,1,6.887266
0,2,6.890268
0,4,6.897269
0,2,6.901272
0,1,6.902277
0,3,6.907217
0,2,6.910222
1,2,6.913267
0,3,6.918216
0,1,6.920259
0,2,6.92626
1,1,6.928223
0,3,6.933216
1,1,6.934261
0,3,6.940217
1,1,6.942213
0,1,6.944219
1,1,6.945215
0,4,6.952216
0,1,6.954588
1,1,6.956283
0,1,6.957234
0,2,6.96027
0,3,6.966216
1,1,6.967268
1,1,6.969221
0,2,6.972271
0,1,6.974255
1,1,6.975267
0,2,6.979222
0,2,6.982259
1,1,6.984217
0,1,6.986628
0,2,6.99226
0,3,6.998258
1,1,6.999294
0,1,7.001217
1,2,7.004217
0,6,7.013256
1,2,7.016217
0,1,7.01721
0,1,7.018253
1,1,7.019252
1,1,7.021214
0,3,7.024219
1,1,7.026257
0,2,7.029213
1,1,7.031217
0,2,7.034217
0,1,7.035267
0,2,7.039259
0,3,7.043268
0,3,7.050258
1,3,7.055552
0,1,7.05627
0,1,7.058218
0,4,7.065217
0,2,7.06827
0,1,7.070257
1,1,7.071268
1,2,7.074266
1,2,7.083524
0,1,7.085544
1,1,7.087496
0,1,7.089498
1,1,7.090489
1,2,7.093534
1,1,7.095493
1,1,7.097492
0,1,7.098534
1,1,7.100489
1,2,7.103493
0,1,7.105534
0,1,7.106493
0,2,7.109534
0,3,7.116493
1,1,7.119532
1,1,7.121493
1,1,7.123489
1,1,7.124671
1,2,7.128537
0,2,7.131494
1,1,7.133498
0,2,7.136492
1,1,7.138499
0,1,7.139499
0,3,7.145498
0,2,7.148496
0,1,7.150499
0,1,7.151487
0,1,7.153492
0,2,7.157489
1,1,7.158499
0,2,7.162546
0,2,7.165493
0,3,7.170489
0,3,7.175492
1,1,7.176548
1,2,7.179547
1,1,7.181549
0,2,7.184543
1,1,7.186538
0,2,7.189543
1,1,7.191491
1,3,7.198534
0,5,7.208494
1,1,7.209535
1,1,7.211528
0,1,7.212536
0,2,7.216534
0,4,7.222531
1,2,7.226498
0,2,7.229489
1,1,7.231495
0,1,7.232498
0,1,7.234496
0,3,7.239489
0,3,7.245117
0,2,7.248489
1,1,7.24949
1,1,7.251493
1,1,7.253533
1,2,7.256499
1,1,7.257505
1,1,7.259495
0,3,7.264496
0,2,7.267495
1,1,7.269494
0,1,7.270552
0,1,7.272495
1,1,7.274498
0,1,7.275488
1,2,7.278492
1,1,7.280487
1,3,7.285493
1,3,7.291545
0,1,7.293487
0,1,7.295499
0,5,7.304493
1,1,7.305534
1,1,7.307487
0,1,7.309489
1,1,7.310493
1,1,7.312535
0,2,7.316149
1,1,7.31749
1,1,7.319498
0,1,7.320499
1,1,7.323489
0,1,7.326497
0,1,7.328487
0,1,7.330499
1,1,7.332681
0,2,7.335497
1,1,7.337534
1,1,7.338503
0,2,7.341543
1,1,7.34349
1,1,7.345537
0,1,7.346498
1,1,7.348488
1,1,7.354489
1,1,7.356494
0,1,7.358544
0,3,7.363534
0,2,7.36653
1,1,7.368536
1,2,7.371493
1,1,7.373487
0,3,7.378492
0,4,7.385535
1,1,7.386491
1,1,7.388492
0,3,7.393537
0,3,7.397544
1,1,7.400548
0,1,7.40249
1,1,7.406544
1,1,7.407542
1,1,7.409489
0,4,7.417499
0,2,7.420492
1,1,7.422489
0,1,7.423503
1,1,7.425537
1,1,7.426534
1,1,7.428494
0,2,7.431712
1,1,7.433488
1,4,7.440498
1,1,7.442493
0,2,7.446552
0,3,7.453545
0,1,7.454534
1,1,7.456494
1,1,7.458543
1,1,7.459546
1,1,7.461674
1,1,7.463144
1,1,7.464494
1,1,7.465544
0,2,7.469548
1,1,7.470516
1,2,7.473551
0,1,7.475538
0,2,7.478495
0,1,7.480546
1,1,7.481545
0,2,7.484544
0,1,7.486534
1,3,7.492487
0,1,7.493484
0,3,7.500801
0,5,7.510496
1,1,7.511614
0,3,7.517495
1,1,7.51849
0,3,7.522487
0,2,7.524484
1,1,7.525526
0,1,7.526492
0,4,7.532489
1,1,7.536492
1,1,7.539489
1,1,7.541497
0,1,7.542499
0,2,7.546534
0,4,7.552529
0,2,7.555493
1,1,7.556763
0,1,7.558654
1,1,7.559529
1,1,7.561486
1,1,7.56249
0,1,7.56355
1,1,7.564495
0,3,7.570148
1,1,7.571497
1,1,7.573497
0,4,7.579492
0,1,7.581493
0,1,7.583533
0,1,7.58449
1,1,7.586536
0,2,7.589496
1,4,7.599544
1,1,7.602491
1,1,7.605499
1,5,7.613489
0,1,7.615489
1,2,7.618535
0,4,7.624554
1,1,7.626534
1,1,7.627532
1,3,7.631486
0,1,7.633507
1,4,7.639494
0,1,7.640499
0,1,7.642489
0,3,7.647526
0,2,7.65049
1,2,7.658837
0,2,7.661513
0,1,7.663509
0,5,7.669509
1,1,7.67051
1,1,7.671515
1,2,7.673512
0,1,7.674509
1,2,7.67751
1,1,7.678509
0,1,7.680513
0,2,7.683558
0,2,7.686511
1,3,7.691558
0,1,7.692568
1,1,7.694516
1,1,7.696556
1,1,7.697519
0,1,7.699565
1,1,7.700511
1,1,7.702511
1,1,7.705559
0,1,7.706557
1,1,7.709006
1,1,7.710548
1,1,7.711666
1,1,7.713516
0,1,7.715522
0,3,7.720563
1,2,7.722569
0,1,7.72451
1,1,7.725515
1,1,7.726555
0,3,7.730511
0,1,7.732568
1,1,7.733568
0,3,7.738569
1,1,7.74051
0,1,7.742561
0,1,7.743555
1,1,7.745512
1,1,7.746513
1,1,7.74957
1,1,7.751518
0,1,7.75451
0,2,7.75852
1,4,7.764566
0,2,7.768558
1,1,7.769513
1,1,7.77152
1,3,7.776512
0,3,7.781558
0,2,7.784518
1,1,7.786557
0,2,7.78951
0,1,7.791576
1,1,7.792514
0,1,7.79485
0,2,7.797512
0,1,7.799511
0,1,7.803519
1,1,7.805512
0,2,7.808876
1,2,7.811562
1,1,7.813509
1,1,7.814509
1,2,7.816508
0,2,7.818508
1,1,7.819508
1,1,7.820508
0,1,7.821509
0,3,7.825548
1,1,7.82655
1,1,7.827514
1,2,7.829516
0,2,7.83252
0,1,7.833513
0,1,7.835518
1,1,7.836567
1,1,7.838517
0,1,7.840555
0,2,7.843557
1,2,7.846537
1,1,7.848519
0,1,7.851512
1,2,7.855512
1,1,7.857558
1,1,7.858552
0,1,7.86052
1,3,7.86556
1,1,7.866557
1,1,7.868557
0,1,7.870522
1,2,7.87352
1,1,7.874513
1,1,7.876514
1,2,7.880556
0,1,7.881535
1,1,7.883564
0,2,7.886664
0,2,7.894845
1,2,7.897825
0,2,7.901823
0,1,7.902821
0,1,7.904781
0,2,7.907823
0,1,7.909821
1,1,7.91084
1,1,7.912781
0,1,7.913959
1,1,7.915777
0,2,7.918831
1,1,7.920782
1,1,7.921833
1,1,7.923783
0,3,7.928776
0,1,7.930821
0,2,7.933776
1,1,7.935822
1,1,7.93684
0,1,7.938777
1,1,7.940779
0,1,7.943784
1,1,7.945777
1,1,7.94783
1,1,7.949777
1,1,7.951777
1,1,7.953775
0,2,7.956774
0,3,7.961775
0,3,7.966778
0,3,7.971823
1,1,7.972848
0,1,7.974777
1,1,7.975777
0,1,7.97779
0,5,7.985824
0,1,7.987776
1,1,7.989783
1,1,7.990833
1,3,7.996231
0,1,7.997833
1,1,7.998839
1,1,8.000831
0,2,8.003779
1,1,8.005833
1,3,8.012777
1,1,8.013891
0,1,8.016324
0,4,8.022777
0,3,8.026826
0,1,8.028783
1,1,8.030775
0,2,8.033789
1,1,8.035777
1,1,8.036777
0,1,8.038776
1,1,8.040822
1,2,8.04383
0,1,8.044983
0,1,8.046795
0,3,8.051773
0,1,8.053778
1,1,8.055781
1,1,8.057837
1,1,8.060831
1,1,8.062788
0,1,8.064823
0,1,8.065831
0,1,8.067936
1,1,8.069782
1,2,8.072831
0,1,8.07478
0,6,8.084823
0,3,8.090781
0,1,8.092781
0,1,8.094776
0,1,8.095787
1,1,8.097778
1,1,8.099832
1,1,8.101832
0,3,8.107784
1,1,8.110782
0,2,8.114779
1,4,8.122777
0,2,8.127776
1,1,8.128776
1,1,8.131136
0,1,8.132782
0,2,8.135803
1,2,8.138784
1,1,8.140777
1,1,8.141777
0,2,8.145821
0,2,8.148775
1,2,8.151831
1,1,8.153783
0,1,8.156833
1,1,8.159822
1,1,8.161776
1,2,8.169826
1,1,8.171916
1,2,8.174821
0,2,8.177978
1,2,8.180775
1,1,8.182776
0,2,8.185776
0,4,8.192784
0,1,8.194839
0,1,8.19678
0,1,8.197852
1,1,8.199777
0,1,8.200776
1,1,8.202775
0,1,8.204777
0,1,8.205777
1,2,8.208778
0,2,8.211784
0,1,8.213926
1,1,8.215776
0,2,8.221785
0,1,8.223778
1,1,8.225776
1,1,8.227777
1,1,8.228819
0,2,8.232822
0,1,8.233823
1,1,8.235819
0,1,8.237824
1,2,8.240821
1,1,8.241821
0,1,8.24378
1,1,8.244779
0,2,8.24878
1,1,8.250777
1,1,8.251865
1,1,8.253778
1,1,8.25578
0,1,8.256833
1,1,8.258782
1,1,8.259831
1,1,8.261781
1,3,8.26778
0,1,8.269777
1,1,8.272211
0,1,8.273777
0,1,8.274777
1,1,8.276832
0,1,8.278475
1,1,8.279778
1,2,8.282777
0,3,8.28784
1,1,8.28978
0,2,8.292829
1,1,8.294776
0,4,8.303785
1,1,8.305486
1,1,8.306775
1,1,8.307831
1,1,8.309784
1,1,8.311775
1,1,8.312994
0,1,8.314824
1,1,8.316777
0,1,8.317794
1,1,8.319781
1,1,8.321785
1,1,8.322778
1,1,8.324775
1,1,8.326031
1,1,8.327969
1,1,8.329776
0,1,8.330776
1,2,8.334831
0,1,8.335835
0,1,8.337781
0,2,8.340775
1,1,8.341786
1,2,8.345784
0,1,8.347835
1,1,8.349825
1,1,8.352781
0,1,8.354821
1,1,8.356784
1,2,8.359919
0,2,8.363913
1,1,8.364783
0,1,8.366785
1,1,8.368786
1,1,8.3704
1,1,8.371787
1,1,8.372789
1,1,8.374774
0,4,8.38178
0,2,8.385122
0,3,8.38926
1,1,8.391138
0,2,8.394149
1,1,8.396139
1,2,8.399143
1,1,8.40515
1,2,8.409167
0,4,8.416137
0,1,8.418137
0,2,8.421136
0,2,8.424137
1,1,8.425138
1,1,8.426138
0,1,8.428258
0,3,8.432174
0,1,8.434187
1,1,8.435171
1,1,8.437186
0,2,8.440143
1,4,8.448138
0,4,8.456143
0,1,8.457195
1,1,8.459183
0,2,8.462155
1,1,8.464194
1,1,8.465204
1,1,8.467185
1,1,8.468191
0,2,8.472184
1,2,8.475144
1,1,8.476525
0,1,8.478238
0,4,8.487147
0,2,8.492148
0,4,8.500221
1,1,8.503147
0,1,8.504148
1,1,8.506138
1,1,8.508184
0,2,8.511346
0,1,8.513946
1,1,8.51514
0,3,8.520138
0,1,8.521462
1,1,8.522175
1,1,8.523136
0,1,8.524174
1,1,8.525136
1,1,8.526174
0,2,8.528149
1,1,8.530143
1,1,8.532139
1,1,8.533141
0,2,8.536148
0,2,8.540143
0,1,8.541191
0,1,8.54315
1,2,8.546148
0,1,8.548195
0,2,8.554184
1,2,8.558152
1,1,8.560184
1,2,8.56314
0,2,8.567183
0,2,8.570143
0,2,8.574137
1,1,8.575139
0,5,8.584146
1,2,8.587183
0,2,8.591147
1,1,8.593138
1,1,8.595139
0,2,8.599194
1,3,8.607142
0,2,8.611138
1,4,8.618137
1,1,8.620136
0,1,8.621144
1,3,8.626187
1,1,8.628219
1,1,8.630186
0,1,8.631183
0,2,8.635349
1,1,8.636148
0,1,8.638143
0,2,8.64121
1,2,8.644883
1,1,8.646178
1,1,8.648184
1,1,8.649195
1,1,8.651147
1,1,8.652148
1,1,8.654142
0,1,8.655198
0,2,8.659183
1,1,8.660196
1,2,8.664151
0,3,8.669182
0,2,8.672146
0,1,8.67314
1,1,8.675146
0,1,8.677184
0,2,8.680138
1,1,8.682184
1,1,8.685193
1,2,8.694504
0,2,8.698139
0,2,8.701137
1,1,8.702148
0,1,8.704139
1,1,8.706185
0,4,8.712153
0,1,8.71422
1,1,8.716139
1,1,8.717149
0,3,8.722149
1,1,8.72415
1,1,8.725139
1,1,8.727138
1,1,8.729183
1,1,8.730144
0,1,8.732143
0,1,8.733192
1,1,8.735144
1,1,8.737193
1,1,8.738138
1,1,8.740144
1,3,8.74514
1,3,8.749191
1,1,8.751143
1,2,8.756181
1,1,8.759138
0,2,8.762142
1,1,8.764138
1,1,8.766139
1,1,8.767141
1,1,8.769142
1,1,8.770185
1,1,8.772142
0,1,8.774186
1,1,8.775186
0,2,8.77914
0,1,8.780139
1,1,8.782147
1,2,8.785185
1,1,8.787139
1,1,8.788139
0,2,8.791138
0,2,8.79318
0,1,8.795136
1,2,8.797171
1,1,8.799268
0,1,8.800137
0,2,8.805142
1,1,8.807138
1,1,8.809264
0,1,8.810148
1,1,8.812145
0,1,8.813181
0,1,8.815143
0,1,8.817139
0,1,8.818139
1,1,8.820143
1,1,8.821183
1,1,8.823143
0,1,8.82414
0,1,8.826153
1,2,8.829536
1,1,8.831147
0,3,8.836139
1,1,8.83714
0,1,8.839141
1,1,8.84014
0,2,8.844147
1,1,8.845146
1,1,8.847148
1,1,8.849347
1,1,8.850196
0,2,8.854142
1,1,8.855183
1,1,8.857143
0,1,8.85919
0,2,8.863189
1,1,8.865187
0,1,8.867184
1,1,8.869139
1,1,8.871193
0,3,8.876139
1,1,8.877143
1,1,8.879147
1,1,8.881139
0,1,8.88418
0,4,8.892143
1,1,8.894567
0,5,8.902726
1,1,8.904139
1,1,8.905136
1,1,8.907139
0,1,8.909146
0,3,8.914142
0,2,8.917184
1,1,8.919142
1,1,8.92115
1,1,8.922195
1,1,8.924152
0,1,8.92991
1,1,8.932848
1,1,8.933844
0,1,8.935851
1,1,8.937293
0,3,8.941856
1,1,8.943805
0,1,8.945012
0,1,8.946806
0,1,8.948809
1,3,8.95381
1,1,8.955385
1,1,8.956809
1,2,8.961599
1,1,8.964845
1,1,8.965844
1,1,8.967849
1,1,8.96995
1,1,8.970803
1,1,8.972847
0,1,8.973825
1,1,8.975805
1,3,8.980805
0,1,8.981848
1,2,8.985847
0,4,8.991854
0,1,8.993804
1,1,8.99486
0,2,8.998806
0,3,9.003804
0,1,9.004857
1,1,9.006805
1,1,9.009042
0,1,9.011838
1,1,9.013844
0,1,9.014893
0,2,9.018811
1,1,9.019809
1,2,9.022844
0,3,9.028804
0,2,9.032238
0,2,9.03486
1,3,9.039803
0,2,9.042859
1,1,9.044873
1,1,9.046862
1,1,9.047859
0,2,9.051809
0,1,9.053797
1,1,9.054803
1,1,9.056799
0,2,9.059859
1,2,9.063859
1,1,9.064857
1,1,9.066853
1,1,9.067856
1,1,9.069811
1,1,9.070802
0,2,9.074847
0,1,9.075859
1,1,9.07811
0,2,9.080857
1,5,9.0908
1,1,9.093843
0,1,9.095805
1,1,9.09785
1,2,9.10181
0,2,9.104807
0,2,9.107801
1,1,9.109807
0,1,9.110805
0,1,9.112806
1,2,9.115807
1,1,9.117801
1,1,9.11881
1,1,9.121061
1,1,9.122846
0,1,9.123884
0,3,9.129212
0,1,9.1308
1,1,9.131846
1,2,9.135846
1,1,9.136847
1,1,9.139859
0,2,9.144809
0,1,9.147858
1,1,9.148851
1,2,9.151858
1,1,9.153805
0,1,9.154857
1,1,9.156804
0,1,9.158802
0,1,9.159803
0,2,9.163802
1,1,9.164804
1,1,9.166844
0,2,9.169806
1,1,9.171848
0,1,9.17285
1,1,9.174998
1,1,9.180856
1,1,9.182805
0,3,9.189042
1,2,9.192034
1,1,9.193044
0,3,9.198036
1,1,9.199992
1,1,9.201033
0,1,9.202994
1,1,9.205031
0,3,9.209993
1,1,9.211988
1,1,9.213988
1,1,9.215998
1,1,9.218036
1,1,9.219099
0,1,9.220992
0,4,9.226989
1,1,9.228992
1,1,9.231034
0,1,9.232037
1,2,9.235037
0,1,9.236993
0,2,9.240033
0,1,9.241998
0,2,9.24499
0,1,9.246992
0,1,9.248989
0,3,9.254034
1,1,9.254996
0,1,9.257034
0,4,9.26404
1,2,9.266991
1,1,9.268051
1,5,9.276045
1,1,9.278294
0,2,9.281042
1,1,9.283038
1,2,9.28599
1,1,9.286989
0,2,9.290998
0,1,9.292995
0,2,9.298997
1,1,9.300991
0,4,9.307992
1,1,9.309989
0,1,9.311523
1,2,9.314033
0,2,9.317986
1,1,9.318986
0,1,9.320988
1,1,9.322988
1,1,9.32399
1,1,9.326034
0,2,9.328989
1,2,9.331998
1,2,9.336035
1,2,9.338993
1,2,9.34199
1,1,9.344041
0,1,9.347998
1,2,9.350989
1,1,9.352998
1,2,9.356174
1,1,9.357993
1,1,9.359044
1,1,9.360995
0,1,9.363037
0,3,9.368034
1,1,9.369033
1,1,9.37099
0,3,9.37599
1,3,9.382997
0,1,9.384998
1,1,9.385983
1,1,9.388053
1,1,9.390064
0,1,9.392
1,1,9.392998
1,1,9.395007
0,2,9.398046
1,1,9.400004
0,2,9.403008
1,1,9.405046
1,1,9.406047
1,1,9.40805
0,1,9.409002
0,2,9.413996
0,2,9.417055
1,1,9.418998
0,1,9.420045
1,1,9.422
0,1,9.424057
1,1,9.425002
1,1,9.426998
0,1,9.429046
0,1,9.43001
0,2,9.433048
1,1,9.435054
1,1,9.436045
0,2,9.445
0,2,9.449001
0,1,9.45105
0,5,9.459002
1,1,9.460997
1,1,9.461997
0,1,9.464131
0,2,9.467002
0,1,9.469046
1,1,9.470045
0,2,9.474044
1,1,9.475045
1,1,9.477001
1,1,9.479048
1,2,9.482011
1,1,9.484046
1,1,9.485025
1,1,9.487056
1,1,9.489048
0,1,9.49205
1,1,9.495004
0,3,9.501046
1,1,9.503003
1,1,9.505006
0,2,9.508048
1,1,9.510005
1,1,9.512045
1,1,9.513
0,1,9.515005
1,1,9.516051
0,1,9.51804
1,1,9.519
1,2,9.522003
1,4,9.527008
1,1,9.529043
0,5,9.537233
1,1,9.54006
0,1,9.542002
1,1,9.545001
1,1,9.547
1,4,9.555003
0,2,9.558004
0,2,9.561374
1,1,9.563048
0,1,9.564066
1,1,9.566005
0,1,9.56704
0,1,9.569039
0,2,9.571
1,3,9.577053
0,1,9.578228
1,1,9.580004
0,1,9.581053
0,2,9.585001
1,5,9.595003
1,1,9.597047
1,1,9.598047
0,1,9.600001
1,7,9.612001
1,1,9.613001
1,1,9.615067
1,1,9.617003
0,1,9.619056
1,1,9.620061
1,4,9.6282
1,1,9.630008
1,1,9.632049
0,3,9.637002
1,1,9.638002
0,2,9.641057
1,1,9.643001
1,1,9.645002
1,1,9.646008
0,4,9.653001
1,1,9.655047
1,1,9.658019
1,1,9.660004
0,1,9.662046
1,1,9.663004
1,1,9.665146
1,2,9.668056
0,2,9.671057
0,2,9.675058
1,1,9.676057
1,1,9.678104
0,1,9.679049
1,1,9.681045
1,2,9.684008
0,3,9.689005
1,2,9.695
0,1,9.696248
1,1,9.698
0,3,9.703078
1,1,9.705047
1,2,9.708005
1,1,9.709053
0,2,9.713001
1,1,9.714481
0,1,9.716001
0,1,9.717
0,2,9.725187
0,2,9.728101
1,2,9.731439
0,1,9.73321
0,2,9.736004
1,1,9.737057
1,1,9.739005
1,1,9.741055
1,1,9.742003
1,1,9.743998
0,2,9.747001
0,2,9.750001
1,1,9.752001
1,1,9.753
1,1,9.755006
1,1,9.757039
1,2,9.760005
0,5,9.768055
0,1,9.770005
1,1,9.772047
0,6,9.781056
1,1,9.783005
1,1,9.785004
1,1,9.787049
0,1,9.790045
1,1,9.791054
0,2,9.795046
1,1,9.796
1,1,9.798046
0,2,9.801047
1,1,9.803097
1,2,9.806046
1,1,9.807045
0,1,9.809005
0,1,9.810999
1,1,9.812048
0,3,9.818057
0,1,9.820046
1,1,9.823056
0,2,9.826043
0,1,9.828001
1,1,9.830046
1,1,9.831047
1,1,9.833005
1,2,9.836009
0,1,9.838002
0,1,9.839002
1,1,9.841229
0,1,9.842054
1,2,9.846004
1,1,9.847058
1,2,9.852004
0,1,9.854005
1,1,9.856049
0,1,9.857114
0,2,9.861427
0,2,9.864999
1,1,9.866999
0,1,9.867999
1,1,9.870002
1,1,9.871001
1,1,9.873
0,2,9.876712
1,1,9.878007
0,2,9.881016
1,1,9.883003
0,1,9.885005
1,1,9.886052
0,1,9.888061
1,3,9.893045
0,2,9.896001
0,1,9.898055
1,1,9.900057
1,2,9.904996
0,2,9.909082
1,1,9.910997
1,1,9.912049
1,1,9.914004
1,3,9.918046
0,3,9.923084
0,2,9.927047
1,1,9.928005
1,2,9.932001
1,1,9.935907
1,2,9.939088
1,1,9.941005
0,2,9.94406
1,1,9.945998
1,2,9.948039
1,1,9.94904
1,1,9.951002
1,1,9.952006
1,1,9.95304
0,1,9.95504
1,1,9.956005
0,1,9.957056
1,1,9.959012
1,1,9.960997
1,3,9.965053
1,1,9.967005
0,1,9.973045
1,2,9.978042
1,1,9.980045
1,1,9.981054
1,1,9.983048
1,1,9.984094
0,3,9.990089
0,1,9.991047
1,1,9.993047
0,3,9.998046
1,1,10.000101
1,1,10.001111
1,1,10.003052
1,1,10.004055
0,1,10.006089
1,1,10.007102
0,1,10.009051
1,1,10.010053
1,2,10.014088
1,1,10.015129
1,1,10.017047
1,1,10.0191
1,1,10.021044
1,1,10.023046
0,2,10.027044
0,2,10.030042
0,2,10.033046
1,1,10.035043
1,1,10.036044
1,1,10.038043
1,1,10.03909
1,3,10.044663
1,1,10.046326
1,1,10.048091
1,2,10.052103
0,1,10.054052
1,1,10.056046
1,2,10.060138
0,1,10.061368
0,2,10.066086
0,1,10.068049
0,2,10.071088
0,1,10.073044
1,1,10.075053
1,1,10.076042
1,1,10.078045
1,1,10.080042
0,2,10.083102
1,1,10.085099
1,1,10.0861
0,1,10.088046
0,2,10.091205
1,1,10.09309
1,3,10.098096
0,1,10.101093
0,1,10.104045
1,2,10.108054
1,1,10.110052
0,1,10.112046
0,2,10.116044
0,2,10.119047
1,1,10.121044
1,1,10.123047
0,6,10.136089
0,2,10.141178
0,1,10.143044
1,1,10.145048
1,2,10.148234
0,2,10.151042
1,1,10.153498
0,5,10.161405
0,1,10.162097
0,1,10.164101
1,1,10.165099
1,1,10.167042
0,3,10.172045
1,1,10.173053
1,1,10.17505
0,1,10.176101
0,1,10.178175
0,2,10.1811
0,1,10.183106
0,1,10.186089
1,1,10.188065
0,1,10.190354
1,1,10.192045
0,1,10.193044
0,1,10.195041
1,1,10.197042
1,1,10.198043
0,3,10.203044
1,1,10.205136
1,1,10.207044
0,2,10.210048
0,1,10.212091
1,1,10.213049
0,1,10.215229
1,1,10.216102
0,1,10.218051
0,1,10.2191
0,1,10.225903
1,1,10.227985
0,2,10.230904
1,1,10.232909
1,1,10.233912
1,1,10.236173
0,2,10.23895
0,1,10.240908
1,1,10.242115
1,1,10.243915
1,2,10.247912
1,2,10.250908
0,1,10.251963
1,1,10.25496
0,3,10.260902
0,1,10.262546
0,1,10.263904
1,2,10.266902
0,5,10.275904
1,1,10.2779
1,2,10.279958
0,1,10.281904
0,2,10.284914
0,2,10.287962
1,4,10.294905
0,1,10.295913
0,1,10.29795
1,1,10.298959
0,1,10.300907
1,1,10.302959
0,1,10.304971
0,2,10.309903
1,1,10.311911
0,1,10.312911
1,1,10.31491
1,1,10.315907
0,2,10.319909
0,1,10.32091
1,1,10.322911
1,2,10.325904
0,1,10.327195
1,1,10.328902
0,2,10.331909
1,1,10.332939
1,1,10.334909
1,1,10.336909
1,2,10.339903
1,1,10.341905
1,1,10.342904
1,2,10.346904
0,4,10.352354
1,1,10.352945
0,1,10.354901
1,1,10.355906
0,1,10.356964
0,2,10.360908
1,1,10.361948
1,1,10.363952
1,1,10.36496
1,1,10.366904
1,2,10.369905
0,3,10.374907
0,2,10.377972
1,1,10.379999
0,1,10.381949
1,2,10.384907
0,3,10.391488
1,1,10.392903
1,3,10.397902
1,1,10.398901
1,1,10.400901
1,1,10.401901
1,1,10.403949
1,1,10.404949
0,2,10.408901
1,1,10.410906
1,1,10.411907
1,1,10.414256
1,1,10.41495
0,1,10.416907
1,1,10.41896
1,1,10.419958
0,1,10.421904
1,2,10.424911
1,1,10.426908
0,2,10.432908
1,1,10.434904
1,1,10.436919
0,1,10.438951
1,1,10.439949
1,1,10.441907
0,1,10.442948
1,2,10.447904
1,3,10.453909
1,1,10.454951
0,1,10.457045
0,1,10.458907
0,2,10.462917
1,2,10.466907
0,1,10.469912
1,3,10.478904
0,1,10.480902
1,2,10.483901
