# {"t_start": 1657928819.7249594, "env_id": null} 
r,l,t 
2,2,22.642639
2,2,22.644617
0,2,22.647869
0,2,22.648915
2,2,22.652879
2,2,22.653915
-5,7,22.663906
0,2,22.669906
0,2,22.670905
0,2,22.674879
0,2,22.675906
3,3,22.680162
2,2,22.682158
0,2,22.685158
0,2,22.68616
0,2,22.689158
-5,7,22.698132
0,2,22.699159
-5,7,22.708132
0,2,22.710159
2,2,22.713162
0,2,22.715133
-5,7,22.724161
0,2,22.728159
0,2,22.729159
2,2,22.732139
2,2,22.734156
2,2,22.737157
2,2,22.738161
-5,7,22.746802
0,2,22.748931
0,2,22.751981
2,2,22.753009
-5,7,22.762011
2,2,22.764981
0,2,22.766981
-5,7,22.776171
-5,7,22.784201
2,2,22.785198
2,2,22.789197
3,3,22.791198
0,2,22.795227
0,2,22.796225
0,2,22.799213
0,2,22.801183
2,2,22.803883
0,2,22.80592
2,2,22.809065
0,2,22.811068
2,2,22.813092
2,2,22.815065
0,2,22.818092
0,2,22.820064
0,2,22.824065
0,2,22.826098
2,2,22.828729
3,3,22.832742
2,2,22.834771
-2,6,22.842212
2,2,22.843212
2,2,22.84621
2,2,22.848275
2,2,22.851312
2,2,22.852528
-5,7,22.860542
2,2,22.862574
0,2,22.865535
2,2,22.867536
2,2,22.870536
2,2,22.872539
1,3,22.876985
0,2,22.879626
2,2,22.881628
0,2,22.884625
2,2,22.885652
0,2,22.888625
2,2,22.890657
0,2,22.893843
2,2,22.895813
2,2,22.898815
2,2,22.899847
0,2,22.902841
0,2,22.904813
0,2,22.907812
2,2,22.909814
1,3,22.913807
0,2,22.915833
2,2,22.918819
2,2,22.919835
3,3,22.924883
0,2,22.927885
-3,7,22.934884
0,2,22.93692
0,2,22.938883
2,2,22.94192
2,2,22.94292
2,2,22.945884
2,2,22.947885
-5,7,22.954914
2,2,22.957884
2,2,22.958884
0,2,22.961883
2,2,22.963885
0,2,22.966883
-5,7,22.973887
0,2,22.977891
0,2,22.978884
2,2,22.984911
0,2,22.986908
0,2,22.989918
2,2,22.991912
2,2,22.994883
2,2,22.995912
2,2,22.998884
2,2,23.000884
2,2,23.003911
3,3,23.008883
2,2,23.010883
-5,7,23.019893
0,2,23.021902
2,2,23.02491
1,3,23.028886
3,3,23.030911
3,3,23.034897
2,2,23.037884
-5,7,23.044898
0,2,23.047907
2,2,23.049911
2,2,23.052884
2,2,23.054644
3,3,23.058648
0,2,23.061634
2,2,23.063617
3,3,23.066643
2,2,23.068617
2,2,23.070616
0,2,23.072644
2,2,23.076082
2,2,23.077123
0,2,23.081082
2,2,23.082119
0,2,23.086085
2,2,23.088083
3,3,23.092214
2,2,23.09524
0,2,23.097085
0,2,23.099545
2,2,23.101591
0,2,23.104562
0,2,23.106556
0,2,23.109559
2,2,23.110583
2,2,23.113567
3,3,23.116576
0,2,23.119585
0,2,23.121474
2,2,23.124487
2,2,23.126501
2,2,23.128493
2,2,23.130385
0,2,23.133395
2,2,23.134419
0,2,23.137421
-5,7,23.144393
0,2,23.146393
1,3,23.150316
-5,7,23.157595
2,2,23.15862
2,2,23.161597
2,2,23.162608
2,2,23.165639
0,2,23.167607
0,2,23.170633
-5,7,23.177609
2,2,23.180606
3,3,23.184607
2,2,23.185634
2,2,23.188609
2,2,23.190327
2,2,23.193338
2,2,23.194364
2,2,23.197339
2,2,23.198338
2,2,23.201517
0,2,23.202528
0,2,23.205526
2,2,23.207529
2,2,23.209528
2,2,23.211564
3,3,23.2146
2,2,23.216614
2,2,23.219602
3,3,23.223575
2,2,23.225573
2,2,23.22873
0,2,23.230768
2,2,23.23274
2,2,23.234741
2,2,23.237739
2,2,23.23974
0,2,23.242595
-5,7,23.249606
2,2,23.251606
-5,7,23.260641
2,2,23.26262
2,2,23.265606
2,2,23.267628
2,2,23.272604
0,2,23.274635
0,2,23.277633
2,2,23.279613
2,2,23.282267
0,2,23.284298
0,2,23.287244
2,2,23.288246
2,2,23.292245
2,2,23.293246
2,2,23.296247
2,2,23.29825
0,2,23.301255
2,2,23.302273
0,2,23.305307
2,2,23.307305
2,2,23.310347
-5,7,23.3168
2,2,23.319814
2,2,23.321824
0,2,23.324872
-5,7,23.332837
2,2,23.334852
2,2,23.336824
0,2,23.338826
-5,7,23.34685
0,2,23.347824
2,2,23.350824
0,2,23.351824
0,2,23.35485
2,2,23.356825
2,2,23.35985
2,2,23.361822
2,2,23.364824
2,2,23.36585
2,2,23.36885
3,3,23.372839
2,2,23.374826
2,2,23.377441
3,3,23.380442
1,3,23.384442
2,2,23.387449
2,2,23.389449
2,2,23.392449
2,2,23.393485
2,2,23.397449
2,2,23.398476
-5,7,23.407307
-5,7,23.415305
2,2,23.416306
0,2,23.42031
2,2,23.422307
0,2,23.426306
2,2,23.428306
2,2,23.431313
2,2,23.433306
0,2,23.435305
2,2,23.437307
0,2,23.441332
2,2,23.442304
0,2,23.445306
2,2,23.447852
-5,7,23.45607
2,2,23.458064
2,2,23.461036
2,2,23.462065
0,2,23.466036
-5,7,23.476038
2,2,23.478039
2,2,23.481036
0,2,23.48304
2,2,23.486046
2,2,23.488037
0,2,23.492037
2,2,23.493036
2,2,23.497037
2,2,23.498062
2,2,23.502043
0,2,23.504039
0,2,23.508036
2,2,23.509065
1,3,23.513063
2,2,23.515038
0,2,23.518055
0,2,23.520056
2,2,23.523056
0,2,23.525083
0,2,23.528087
0,2,23.529691
0,2,23.533699
0,2,23.534839
0,2,23.538175
2,2,23.539203
-3,5,23.546174
0,2,23.548202
-5,7,23.556191
0,2,23.557218
2,2,23.561217
0,2,23.562217
2,2,23.565534
0,2,23.569542
2,2,23.572542
-5,7,23.580543
0,2,23.581545
0,2,23.584555
-5,7,23.592545
2,2,23.595541
2,2,23.597457
2,2,23.600447
2,2,23.601449
-5,7,23.611048
0,2,23.613897
2,2,23.615893
2,2,23.618924
0,2,23.620893
-5,7,23.629893
0,2,23.631907
0,2,23.634894
0,2,23.635925
1,3,23.63992
0,2,23.642894
2,2,23.644922
1,3,23.648894
1,3,23.652894
2,2,23.654893
0,2,23.657895
0,2,23.658921
2,2,23.662894
2,2,23.663919
2,2,23.667895
2,2,23.668921
2,2,23.671875
2,2,23.673925
0,2,23.676886
2,2,23.677885
2,2,23.681885
0,2,23.682925
0,2,23.685884
0,2,23.687887
0,2,23.691113
2,2,23.69314
2,2,23.696237
0,2,23.69825
2,2,23.701239
3,3,23.703268
0,2,23.706255
0,2,23.708237
0,2,23.71125
2,2,23.713272
0,2,23.716247
0,2,23.717273
2,2,23.720246
0,2,23.722246
-5,7,23.731273
2,2,23.734149
2,2,23.736148
0,2,23.73918
0,2,23.740148
2,2,23.743517
2,2,23.744529
0,2,23.747507
2,2,23.749529
2,2,23.752529
2,2,23.754501
2,2,23.756503
0,2,23.75853
0,2,23.761533
2,2,23.763529
2,2,23.765502
0,2,23.767501
0,2,23.770501
-5,7,23.77753
-5,7,23.785501
0,2,23.788503
2,2,23.789501
0,2,23.792502
0,2,23.794529
2,2,23.797528
2,2,23.799529
0,2,23.802535
2,2,23.80353
2,2,23.806502
2,2,23.808503
2,2,23.811501
2,2,23.812528
2,2,23.815503
-5,7,23.823503
2,2,23.826531
0,2,23.827528
2,2,23.830529
0,2,23.832501
3,3,23.835502
0,2,23.838501
2,2,23.840534
0,2,23.844501
0,2,23.845528
0,2,23.848502
2,2,23.850501
2,2,23.853445
-5,7,23.860112
2,2,23.865122
0,2,23.86712
2,2,23.870122
2,2,23.872122
0,2,23.875121
0,2,23.877121
0,2,23.880211
0,2,23.882171
2,2,23.885166
2,2,23.886193
0,2,23.890198
2,2,23.891199
0,2,23.894196
2,2,23.896167
0,2,23.899168
2,2,23.900194
0,2,23.903167
2,2,23.905464
2,2,23.908492
0,2,23.910462
2,2,23.913463
0,2,23.914853
2,2,23.917876
2,2,23.918875
0,2,23.921849
0,2,23.922848
0,2,23.925876
1,3,23.929848
3,3,23.931883
2,2,23.934848
2,2,23.936849
3,3,23.939876
2,2,23.94285
2,2,23.943882
0,2,23.946848
0,2,23.948874
0,2,23.951876
0,2,23.952877
0,2,23.955852
0,2,23.957175
0,2,23.960211
-5,7,23.966185
-5,7,23.976188
0,2,23.980184
0,2,23.981185
-5,7,23.991185
2,2,23.99261
0,2,23.995623
0,2,23.996658
0,2,23.999709
2,2,24.001735
0,2,24.004712
2,2,24.00671
2,2,24.00971
3,3,24.013709
2,2,24.014736
0,2,24.017709
2,2,24.019708
0,2,24.02271
2,2,24.024709
2,2,24.027708
2,2,24.029709
2,2,24.03271
2,2,24.033736
-1,1,24.034746
2,2,24.038719
2,2,24.04071
2,2,24.043715
2,2,24.045739
2,2,24.048465
0,2,24.050496
2,2,24.053472
1,3,24.056471
0,2,24.058487
2,2,24.061471
2,2,24.063478
2,2,24.066473
2,2,24.068472
0,2,24.071507
2,2,24.073472
0,2,24.07647
0,2,24.077498
0,2,24.080472
2,2,24.082473
0,2,24.085471
0,2,24.087499
2,2,24.0905
2,2,24.0925
0,2,24.095472
-5,7,24.101472
0,2,24.1045
2,2,24.106474
-5,7,24.113473
0,2,24.116503
2,2,24.118473
0,2,24.121097
-5,7,24.128602
2,2,24.130577
3,3,24.134593
2,2,24.136576
2,2,24.142579
2,2,24.144578
2,2,24.147344
2,2,24.149341
3,3,24.153343
2,2,24.154668
0,2,24.157672
2,2,24.159671
0,2,24.162558
2,2,24.164596
3,3,24.167595
0,2,24.171566
0,2,24.172596
2,2,24.176596
2,2,24.177567
2,2,24.180568
2,2,24.182568
2,2,24.185568
0,2,24.187567
-5,7,24.196249
2,2,24.197245
2,2,24.200273
2,2,24.202247
2,2,24.204325
0,2,24.206353
2,2,24.209351
0,2,24.211326
2,2,24.213324
2,2,24.215344
0,2,24.21835
0,2,24.219327
0,2,24.222328
0,2,24.224324
2,2,24.226324
0,2,24.228351
0,2,24.231357
2,2,24.233323
0,2,24.236326
2,2,24.238323
0,2,24.241359
0,2,24.243353
0,2,24.246642
2,2,24.247641
2,2,24.250641
0,2,24.252685
0,2,24.255673
2,2,24.25764
0,2,24.260643
2,2,24.262668
2,2,24.265641
2,2,24.267642
2,2,24.270641
2,2,24.271642
2,2,24.274668
2,2,24.276641
2,2,24.279642
2,2,24.280685
0,2,24.283641
0,2,24.285642
0,2,24.288642
-5,7,24.296314
0,2,24.298351
0,2,24.301325
3,3,24.303614
-5,7,24.312679
0,2,24.315679
2,2,24.316706
0,2,24.319709
0,2,24.32168
2,2,24.324679
2,2,24.326707
-2,6,24.332681
2,2,24.334711
0,2,24.337678
0,2,24.339707
0,2,24.34268
2,2,24.34368
0,2,24.346707
2,2,24.34868
0,2,24.350678
2,2,24.35268
0,2,24.355678
2,2,24.356708
-5,7,24.364706
0,2,24.366683
2,2,24.369681
0,2,24.370705
-5,7,24.380424
-5,7,24.388425
0,2,24.389397
0,2,24.392834
2,2,24.394808
2,2,24.396807
-5,7,24.405073
0,2,24.407099
2,2,24.410095
2,2,24.411096
2,2,24.414069
2,2,24.416071
3,3,24.419095
0,2,24.423933
0,2,24.427931
0,2,24.42912
0,2,24.432157
0,2,24.434135
2,2,24.436131
0,2,24.438158
2,2,24.44213
2,2,24.44313
2,2,24.446157
0,2,24.448132
0,2,24.451129
2,2,24.453156
2,2,24.456021
0,2,24.457046
2,2,24.460019
2,2,24.462048
-5,7,24.47002
-5,7,24.479522
2,2,24.48055
2,2,24.484151
2,2,24.485497
1,3,24.489505
0,2,24.492508
2,2,24.494375
0,2,24.497392
0,2,24.499386
2,2,24.502411
0,2,24.503386
3,3,24.507385
0,2,24.509411
0,2,24.512478
2,2,24.514088
0,2,24.517115
0,2,24.519088
0,2,24.522098
2,2,24.523804
0,2,24.526828
2,2,24.528851
0,2,24.531898
0,2,24.533859
0,2,24.536894
2,2,24.53886
0,2,24.541859
2,2,24.54386
0,2,24.546882
1,3,24.549881
0,2,24.551926
2,2,24.554684
2,2,24.556684
0,2,24.559251
3,3,24.562252
0,2,24.564278
2,2,24.566252
0,2,24.569252
0,2,24.570278
2,2,24.573254
0,2,24.575251
0,2,24.578251
2,2,24.580251
2,2,24.584278
2,2,24.585281
2,2,24.588281
0,2,24.590252
0,2,24.59328
2,2,24.595249
2,2,24.59828
0,2,24.600251
2,2,24.604253
0,2,24.606251
0,2,24.609278
2,2,24.611253
0,2,24.614279
3,3,24.618251
0,2,24.620251
2,2,24.625252
2,2,24.626251
0,2,24.630251
2,2,24.631251
0,2,24.634261
0,2,24.636251
0,2,24.639262
0,2,24.641252
0,2,24.644251
2,2,24.645252
-5,7,24.654299
0,2,24.655298
2,2,24.659208
-5,7,24.668183
2,2,24.670181
0,2,24.673219
0,2,24.67518
2,2,24.678182
2,2,24.679528
2,2,24.68254
2,2,24.684602
2,2,24.68739
2,2,24.68939
2,2,24.692928
0,2,24.694952
0,2,24.699955
-5,7,24.707034
-5,7,24.7155
2,2,24.71852
0,2,24.720509
0,2,24.723963
0,2,24.725974
2,2,24.72908
0,2,24.731051
2,2,24.733051
2,2,24.735343
3,3,24.738369
2,2,24.740342
3,3,24.744344
2,2,24.747342
0,2,24.749356
0,2,24.75173
2,2,24.753785
2,2,24.756737
2,2,24.758739
3,3,24.762854
0,2,24.763883
-5,7,24.772853
2,2,24.776857
0,2,24.777854
2,2,24.78101
2,2,24.78295
0,2,24.785953
0,2,24.787988
2,2,24.789952
0,2,24.791953
0,2,24.794956
0,2,24.796952
2,2,24.799952
1,1,24.799952
3,3,24.804141
2,2,24.806156
2,2,24.810155
0,2,24.811166
2,2,24.814575
2,2,24.815563
0,2,24.818539
2,2,24.820538
2,2,24.824541
0,2,24.826576
2,2,24.82954
0,2,24.83154
-5,7,24.84054
2,2,24.842318
2,2,24.845333
2,2,24.847332
2,2,24.850331
0,2,24.85243
-5,7,24.861189
0,2,24.864246
0,2,24.866285
2,2,24.869266
0,2,24.870284
0,2,24.874258
0,2,24.875285
0,2,24.879256
-1,1,24.879256
0,2,24.881282
0,2,24.884258
2,2,24.886333
3,3,24.890302
0,2,24.893275
2,2,24.895288
0,2,24.898288
2,2,24.900256
0,2,24.903255
0,2,24.904284
0,2,24.90726
2,2,24.909283
2,2,24.913288
2,2,24.914282
2,2,24.917256
2,2,24.919312
2,2,24.922106
2,2,24.924107
0,2,24.926692
1,3,24.929691
1,3,24.932689
-5,7,24.941689
2,2,24.942689
-5,7,24.950577
2,2,24.953385
2,2,24.956382
3,3,24.960383
2,2,24.961383
2,2,24.965383
2,2,24.96641
0,2,24.969417
2,2,24.971383
0,2,24.974411
2,2,24.976347
2,2,24.979346
0,2,24.980345
-2,4,24.985372
1,3,24.989346
0,2,24.995344
2,2,24.997373
0,2,24.999356
0,2,25.001446
0,2,25.004273
0,2,25.005269
0,2,25.009269
0,2,25.010268
2,2,25.014299
0,2,25.015295
0,2,25.018295
2,2,25.020276
2,2,25.02327
0,2,25.025277
2,2,25.028291
1,3,25.030295
0,2,25.034268
0,2,25.035296
0,2,25.038296
2,2,25.0403
-5,7,25.049269
2,2,25.052294
0,2,25.053295
0,2,25.056269
0,2,25.058269
2,2,25.061267
1,3,25.063295
0,2,25.066267
0,2,25.0683
2,2,25.071298
0,2,25.073269
2,2,25.076295
0,2,25.077294
2,2,25.080268
0,2,25.082296
0,2,25.084295
2,2,25.086293
0,2,25.089298
2,2,25.091443
0,2,25.094452
0,2,25.095454
0,2,25.098453
-1,1,25.099483
0,2,25.102696
3,3,25.104732
0,2,25.108704
0,2,25.109731
-5,7,25.118758
2,2,25.12177
2,2,25.123762
2,2,25.12679
0,2,25.128761
3,3,25.132491
0,2,25.134469
2,2,25.136469
3,3,25.139469
0,2,25.141469
2,2,25.144469
1,3,25.146528
-5,7,25.153966
1,3,25.157006
2,2,25.158979
2,2,25.162005
0,2,25.163976
0,2,25.165979
2,2,25.167978
0,2,25.171006
-5,7,25.177976
1,3,25.180977
2,2,25.184005
0,2,25.185008
0,2,25.187976
0,2,25.188977
2,2,25.192003
2,2,25.193977
0,2,25.195976
0,2,25.198016
2,2,25.201026
2,2,25.202054
2,2,25.206027
0,2,25.20803
0,2,25.211282
2,2,25.213319
2,2,25.216312
0,2,25.217916
0,2,25.219914
2,2,25.221916
2,2,25.225303
2,2,25.226312
0,2,25.229312
-5,7,25.236314
0,2,25.238311
3,3,25.24234
-5,7,25.250494
2,2,25.252091
2,2,25.254707
0,2,25.255706
2,2,25.258735
2,2,25.260738
3,3,25.263876
2,2,25.267887
2,2,25.270905
2,2,25.272887
2,2,25.275912
2,2,25.277884
2,2,25.281223
2,2,25.28226
2,2,25.285259
0,2,25.28726
2,2,25.28926
0,2,25.291259
-5,7,25.299233
2,2,25.301232
2,2,25.303261
2,2,25.306234
0,2,25.307266
-5,7,25.315263
2,2,25.317216
0,2,25.320154
0,2,25.322154
0,2,25.326185
2,2,25.327182
0,2,25.330182
0,2,25.332154
0,2,25.335254
0,2,25.336858
2,2,25.339857
2,2,25.340894
0,2,25.343857
2,2,25.345874
2,2,25.348835
2,2,25.350789
0,2,25.353797
-2,6,25.359799
2,2,25.362798
2,2,25.364798
2,2,25.367811
0,2,25.369798
0,2,25.373827
2,2,25.374825
2,2,25.378825
0,2,25.379823
0,2,25.382797
0,2,25.383797
1,3,25.387825
2,2,25.390825
0,2,25.392824
2,2,25.394798
2,2,25.396826
2,2,25.399827
2,2,25.401832
-5,7,25.410821
-5,7,25.419397
0,2,25.420396
0,2,25.424746
2,2,25.427755
2,2,25.43079
0,2,25.432756
2,2,25.435755
2,2,25.437756
2,2,25.440757
2,2,25.442782
1,3,25.446755
2,2,25.448783
2,2,25.451785
2,2,25.452783
2,2,25.455756
0,2,25.45678
2,2,25.459757
-5,7,25.467967
2,2,25.470005
0,2,25.471976
0,2,25.473976
2,2,25.476991
2,2,25.479012
0,2,25.481823
2,2,25.482834
0,2,25.486832
1,3,25.489265
0,2,25.492303
2,2,25.494262
2,2,25.497283
0,2,25.499289
1,3,25.502261
-5,7,25.51126
3,3,25.515287
0,2,25.516289
2,2,25.519261
-5,7,25.526383
2,2,25.529382
3,3,25.532381
-5,7,25.539381
0,2,25.542382
-5,7,25.550888
0,2,25.55189
2,2,25.554862
2,2,25.556863
-5,7,25.564623
3,3,25.568597
0,2,25.569624
0,2,25.575463
2,2,25.577462
3,3,25.581464
0,2,25.58249
2,2,25.58549
2,2,25.587466
0,2,25.591466
2,2,25.592463
0,2,25.595463
2,2,25.597462
0,2,25.600466
2,2,25.603466
2,2,25.607464
2,2,25.6085
2,2,25.612463
2,2,25.61349
0,2,25.616905
1,3,25.621054
2,2,25.62308
2,2,25.626091
0,2,25.628054
2,2,25.631052
2,2,25.632078
2,2,25.635084
0,2,25.636065
2,2,25.639055
2,2,25.641083
-5,7,25.650053
0,2,25.651082
3,3,25.655087
2,2,25.658054
3,3,25.661061
2,2,25.664057
2,2,25.665039
2,2,25.669012
2,2,25.670049
3,3,25.67449
2,2,25.67749
0,2,25.679514
2,2,25.681491
0,2,25.683509
0,2,25.686499
2,2,25.688499
2,2,25.69149
2,2,25.693492
3,3,25.69749
2,2,25.69852
3,3,25.702514
-5,7,25.71149
1,3,25.71519
1,3,25.717198
0,2,25.720228
2,2,25.722199
0,2,25.727236
2,2,25.728226
2,2,25.731198
2,2,25.732199
-5,7,25.741199
0,2,25.744163
0,2,25.745189
3,3,25.749188
2,2,25.751163
2,2,25.753161
2,2,25.755164
0,2,25.758192
2,2,25.760161
2,2,25.763226
-5,7,25.771225
2,2,25.773254
2,2,25.777261
2,2,25.779225
3,3,25.783257
0,2,25.784254
2,2,25.787252
2,2,25.789228
2,2,25.792317
2,2,25.79442
1,3,25.798226
2,2,25.801224
2,2,25.803226
-5,7,25.81262
0,2,25.813649
0,2,25.816649
0,2,25.818643
3,3,25.822619
2,2,25.825622
2,2,25.82762
3,3,25.831621
3,3,25.834621
1,3,25.836605
0,2,25.840581
0,2,25.841579
3,3,25.845579
1,1,25.84661
-5,7,25.854728
2,2,25.856688
-5,7,25.863696
0,2,25.866716
0,2,25.867748
2,2,25.870717
0,2,25.874715
0,2,25.877719
0,2,25.879718
3,3,25.882741
3,3,25.8868
2,2,25.888716
2,2,25.891716
2,2,25.892745
2,2,25.896744
2,2,25.897716
2,2,25.900717
-5,7,25.909595
3,3,25.911663
0,2,25.914635
2,2,25.916605
0,2,25.919603
2,2,25.921602
0,2,25.925602
0,2,25.927605
-5,7,25.935682
2,2,25.938683
-1,1,25.938683
0,2,25.94071
2,2,25.943711
3,3,25.947683
2,2,25.9487
0,2,25.951682
0,2,25.953681
3,3,25.95671
0,2,25.958681
2,2,25.961683
3,3,25.965681
0,2,25.967681
0,2,25.970681
0,2,25.971685
-5,7,25.980708
0,2,25.982683
2,2,25.985682
0,2,25.987166
2,2,25.990176
0,2,25.992201
2,2,25.995205
2,2,25.997179
-5,7,26.005175
0,2,26.009175
2,2,26.010746
0,2,26.013725
-5,7,26.02071
0,2,26.023711
2,2,26.025738
2,2,26.02874
0,2,26.029737
3,3,26.033736
2,2,26.035709
0,2,26.037709
3,3,26.041685
0,2,26.043681
3,3,26.046653
3,3,26.050653
0,2,26.05226
3,3,26.055287
2,2,26.058314
2,2,26.060287
0,2,26.063287
2,2,26.064317
0,2,26.068287
0,2,26.069318
0,2,26.073287
-5,7,26.079287
0,2,26.082287
3,3,26.087287
2,2,26.089287
1,3,26.093314
1,3,26.097286
3,3,26.099287
-5,7,26.108315
1,3,26.112287
0,2,26.113287
1,3,26.118295
0,2,26.121287
2,2,26.123317
0,2,26.127298
3,3,26.130286
1,3,26.133286
0,2,26.136688
1,3,26.138705
0,2,26.142698
0,2,26.144793
0,2,26.147767
2,2,26.148766
2,2,26.151766
2,2,26.153791
2,2,26.156766
0,2,26.158765
3,3,26.163028
2,2,26.166027
0,2,26.168053
0,2,26.171111
2,2,26.173124
0,2,26.176121
2,2,26.18012
2,2,26.183424
0,2,26.185452
2,2,26.188432
3,3,26.190424
0,2,26.194425
2,2,26.195426
2,2,26.199423
2,2,26.201426
2,2,26.204348
0,2,26.20632
0,2,26.210335
2,2,26.212322
2,2,26.21501
2,2,26.21698
0,2,26.220012
2,2,26.221981
2,2,26.225096
3,3,26.229107
3,3,26.231133
0,2,26.234107
2,2,26.236106
1,3,26.240107
0,2,26.24315
1,3,26.245118
2,2,26.249118
2,2,26.250148
2,2,26.253801
2,2,26.254801
2,2,26.257801
0,2,26.259801
2,2,26.263587
2,2,26.264587
2,2,26.267586
2,2,26.269614
2,2,26.272593
3,3,26.276592
1,3,26.279585
2,2,26.282614
3,3,26.286605
2,2,26.288589
1,3,26.292587
2,2,26.294592
1,3,26.298614
2,2,26.301587
0,2,26.303587
0,2,26.306587
3,3,26.309613
0,2,26.312613
0,2,26.313616
2,2,26.316612
1,3,26.320585
3,3,26.322837
-5,7,26.330873
2,2,26.334853
-5,7,26.341849
0,2,26.344785
0,2,26.345795
2,2,26.349795
0,2,26.351056
-5,7,26.359068
0,2,26.362067
2,2,26.363065
0,2,26.366096
2,2,26.368096
0,2,26.370066
2,2,26.372065
3,3,26.376067
0,2,26.378066
1,3,26.382065
0,2,26.385066
2,2,26.386065
3,3,26.391068
0,2,26.392068
0,2,26.395104
2,2,26.397066
2,2,26.40007
3,3,26.403515
2,2,26.40554
3,3,26.409545
2,2,26.411538
2,2,26.414511
2,2,26.415512
2,2,26.418512
0,2,26.420513
-5,7,26.428511
3,3,26.432542
2,2,26.434512
3,3,26.438259
2,2,26.442231
2,2,26.443231
2,2,26.44727
2,2,26.449235
3,3,26.453255
1,3,26.457042
0,2,26.45804
0,2,26.462039
3,3,26.464052
2,2,26.467068
2,2,26.469039
2,2,26.474843
3,3,26.478499
2,2,26.480536
2,2,26.48251
2,2,26.484508
-5,7,26.492509
2,4,26.497509
1,3,26.50051
2,2,26.502544
2,2,26.505557
2,2,26.507582
2,2,26.510555
0,2,26.511987
-5,7,26.519359
3,3,26.523352
3,3,26.52635
0,2,26.529355
0,2,26.530348
2,2,26.534349
2,2,26.535375
2,2,26.539349
0,2,26.540348
0,2,26.544377
0,2,26.546349
2,2,26.549363
2,2,26.550349
2,2,26.553375
3,3,26.557558
0,2,26.559527
0,2,26.562556
1,3,26.565194
2,2,26.567221
3,3,26.571193
0,2,26.573197
0,2,26.576194
2,2,26.577193
2,2,26.580193
2,2,26.583222
2,2,26.586193
3,3,26.589193
2,2,26.593193
2,2,26.594193
3,3,26.598219
-5,7,26.607221
2,2,26.609221
2,2,26.613194
2,2,26.614465
0,2,26.617574
1,3,26.621558
2,2,26.623542
-3,7,26.631545
0,2,26.633573
0,2,26.636571
2,2,26.638545
2,2,26.642571
-3,7,26.650544
0,2,26.65257
2,2,26.655544
1,3,26.657571
0,2,26.660569
2,2,26.662543
2,2,26.665544
0,2,26.666982
0,2,26.670021
0,2,26.671991
2,2,26.674993
3,3,26.679001
2,2,26.680021
0,2,26.682995
2,2,26.685022
1,3,26.688993
3,3,26.692952
-1,5,26.698259
0,2,26.699287
3,3,26.703285
0,2,26.70626
3,3,26.709287
1,3,26.712285
-5,7,26.720259
2,2,26.722262
0,2,26.726258
1,3,26.730258
2,2,26.731261
3,3,26.736294
3,3,26.740259
3,3,26.742313
0,2,26.74535
3,3,26.749273
2,2,26.751247
0,2,26.753246
2,2,26.755289
0,2,26.758248
2,2,26.759273
1,3,26.763245
0,2,26.764246
2,2,26.767276
2,2,26.769248
1,3,26.772246
0,2,26.776248
-5,7,26.78326
0,2,26.788248
3,3,26.792252
1,3,26.795246
3,3,26.798247
0,2,26.801245
0,2,26.803274
2,2,26.806249
3,3,26.808246
0,2,26.812246
2,2,26.813277
0,2,26.816276
1,3,26.821245
3,3,26.824249
2,2,26.828247
0,2,26.829581
3,3,26.83359
3,3,26.83759
2,2,26.839596
0,2,26.842869
-5,7,26.85208
1,3,26.854117
2,2,26.85808
3,3,26.862082
2,2,26.863082
3,3,26.867115
2,2,26.869081
1,3,26.873082
2,2,26.876081
0,2,26.878081
3,3,26.882108
3,3,26.885083
1,3,26.88808
2,2,26.891109
3,3,26.895107
2,2,26.897109
1,3,26.90108
3,3,26.905081
0,2,26.906111
2,2,26.909107
3,3,26.911112
1,3,26.915079
0,2,26.918117
1,3,26.920156
1,3,26.924156
2,2,26.928794
3,3,26.930831
3,3,26.935306
0,2,26.93791
0,2,26.93991
0,2,26.942909
1,3,26.945909
-3,7,26.95391
3,3,26.957909
0,2,26.958936
3,3,26.961911
3,3,26.96591
0,2,26.966936
2,2,26.970719
2,2,26.971719
3,3,26.975718
-5,7,26.98372
2,2,26.985744
0,2,26.98972
2,2,26.990717
0,2,26.994717
2,2,26.995743
-5,7,27.002717
2,2,27.006012
3,3,27.00905
0,2,27.011475
0,2,27.01352
2,2,27.015484
2,2,27.017484
3,3,27.021498
3,3,27.025484
1,3,27.029575
0,2,27.031585
3,3,27.035585
3,3,27.038603
3,3,27.041611
1,3,27.045612
1,3,27.049613
1,3,27.053585
1,3,27.055611
2,2,27.058584
1,3,27.061584
1,3,27.064584
2,2,27.067584
-5,7,27.076108
3,3,27.079111
2,2,27.082136
0,2,27.083135
-3,7,27.092134
2,2,27.095574
2,2,27.096584
3,3,27.101583
2,2,27.102583
1,3,27.106628
1,3,27.110598
3,3,27.114252
-3,7,27.123295
1,3,27.127312
1,3,27.131265
1,3,27.135267
3,3,27.137308
1,3,27.141266
1,3,27.145285
0,2,27.14631
3,3,27.150309
2,2,27.153312
1,3,27.155285
2,2,27.158313
3,3,27.162281
1,3,27.164318
2,2,27.167316
0,2,27.16929
2,2,27.17229
0,2,27.174291
3,3,27.17744
2,2,27.181446
2,2,27.18244
3,3,27.187035
0,2,27.188034
2,2,27.191061
2,2,27.193032
2,2,27.196068
1,3,27.200057
1,3,27.202061
3,3,27.206061
0,2,27.209676
1,3,27.211675
